ID|Kategori|SoruMetni|SecenekA|SecenekB|SecenekC|SecenekD|DogruCevap
693|O2|Wolfenstein 3D oyununun son boss'u kimdir?|Mecha-Hitler|General Deathshead|Hans Grosse|Dr. Schabbs|A
694|O2|GoldenEye 007 oyununda haksız rekabet yaratan karakter hangisidir?|Jaws|Natalya|Bond|Oddjob|D
695|O2|Call of Duty MW2'de 'Tactical Nuke' kaç killde açılır?|20|30|25|15|C
696|O2|Borderlands oyunlarının grafik tarzına ne denir?|Cel-Shaded|Realistic|Pixel Art|Low Poly|A
697|O2|CS2'de tavuk öldürünce sohbette ne yazar?|Banlandın|Hiçbir şey yazmaz|Tavuk Katili|1 Puan kazandın|B
698|O2|Rainbow Six Siege'de 'Lord' lakaplı operatör?|Tachanka|Fuze|Glaz|Kapkan|A
699|O2|Overwatch'ta Reaper aslında kimdir?|Gabriel Reyes|Hanzo Shimada|Jack Morrison|Jesse McCree|A
700|O2|Deus Ex karakteri Adam Jensen'ın kolları nasıldır?|Mekanik/Sibernetik|Yaralı|Normal|Dövmeli|A
701|O2|CS2'de 'AK-47'nin fiyatı ne kadardır?|2900$|2700$|2500$|3100$|B
702|O2|Red Faction oyununun en önemli özelliği nedir?|Açık dünya olması|Çevrenin yıkılabilir olması|Çok zor olması|Uzayda geçmesi|B
703|O2|Call of Duty'de 'Ghost' özelliği ne işe yarar?|Patlamadan korur|Ayak sesini keser|Hızlı şarjör değiştirir|Radarda görünmez yapar|D
704|O2|Rainbow Six Siege'de 'Caveira' düşmanı sorgulayınca ne olur?|Canı dolar|Tüm düşmanların yeri görünür|Silahı güçlenir|Düşman ölür|B
705|O2|Overwatch'ta Pharah'ın annesi hangi karakterdir?|Sombra|Widowmaker|Mercy|Ana|D
706|O2|Black (PS2) oyunu neyiyle meşhurdu?|Hikayesiyle|Müzikleriyle|Silah sesleri ve yıkımıyla|Karakterleriyle|C
707|O2|PUBG'de 'Mavi Alan' dışında kalırsanız ne olur?|Hemen ölürsünüz|Canınız azalır|Silahınız düşer|Kör olursunuz|B
708|O2|CS2'de kit ile bombayı çözmek kaç saniye sürer?|5 Saniye|10 Saniye|3 Saniye|7 Saniye|A
709|O2|Dead Island oyununun geçtiği adanın adı nedir?|Banoi|Rook Island|Tsushima|Panau|A
710|O2|Team Fortress 2'de 'Spy'ın kullandığı bıçak sırttan ne yapar?|Zehirler|Yarı can alır|Kanama yapar|Tek atar|D
711|O2|Half-Life serisinde 'Headcrab'ler insanların neresine yapışır?|Ayağına|Sırtına|Göğsüne|Kafasına|D
712|O2|Doom serisinin en güçlü silahının kısaltması nedir?|TNT 500|OMG 100|RPG 7|BFG 9000|D
713|O2|Left 4 Dead'de 'Tank' zombisinin özelliği nedir?|Kusması|Görünmez olması|Çok güçlü ve dayanıklı olması|Çığlık atması|C
714|O2|Call of Duty: Zombies modunda Ray Gun ne atar?|Yeşil lazer halkaları|Mermi|Alev|Roket|A
715|O2|Timesplitters serisi hangi oyunun ruhani devamı sayılır?|Doom|GoldenEye 007|Halo|Half-Life|B
716|O2|CS2 haritası Inferno'da 'Banana' neresidir?|B Site girişi|A Site girişi|T Base|Mid|A
717|O2|Rainbow Six Siege'de 'Ash'in bombası ne işe yarar?|Elektronik bozar|Kör eder|Zehirler|Uzaktan duvar/kapı patlatır|D
718|O2|Overwatch'ta Reinhardt'ın kalkanı kırılınca ne olur?|Silahı düşer|Canı gider|Patlar|Kapanır ve şarj olur|D
719|O2|Stalker: Shadow of Chernobyl oyununda ne arıyoruz?|Strelok|Kardeşimizi|Altın|Çıkışı|A
720|O2|Battlefield'da tankı en hızlı ne tamir eder?|Tamir Aleti|Medkit|Çekiç|Hiçbir şey|A
721|O2|Far Cry 3'te dövmemizi yapan kabilenin adı nedir?|Rebels|Pirates|Mercenaries|Rakyat|D
722|O2|Crysis'te Maximum Armor modunda ne olur?|Görünmez olunur|Hız artar|Mermiler enerji barından yer|Silah güçlenir|C
723|O2|CS2'de M4A1-S'in M4A4'ten farkı nedir?|Dürbünlü olması|Daha pahalı olması|Susturuculu ve az mermili olması|Daha çok sekmesi|C
724|O2|Medal of Honor (2010) hangi savaşta geçer?|2. Dünya Savaşı|Vietnam|Afganistan|Irak|C
725|O2|Call of Duty'de 'Nuketown' haritası neresidir?|Çöl|Şehir merkezi|Gemi|Test kasabası|D
726|O2|R6 Siege'de 'Mira' karakteri duvara ne yerleştirir?|Tek yönlü cam|Kamera|Tuzak|Bomba|A
727|O2|Overwatch'ta 'Payload' (Yük) üzerindeki saldıranlar ne kazanır?|Mermi|Can yenilenmesi|Zırh|Hız|B
728|O2|Halo'da Master Chief'in yanındaki yapay zeka kimdir?|GLaDOS|Siri|Alexa|Cortana|D
729|O2|Perfect Dark oyununun ana karakteri kimdir?|Lara Croft|Joanna Dark|Samus Aran|Jill Valentine|B
730|O2|Bioshock'ta 'Big Daddy' ne tür ses çıkarır?|Balina/Gemi sesi inlemesi|Sessizdir|Robot sesi|İnsan sesi|A
731|O2|CS2'de 'Flashbang'den korunmak için ne yapılır?|Arkaya dönülür|Zıplanır|Yere yatılır|Ateş edilir|A
732|O2|Half-Life: Alyx hangi platform için yapılmıştır?|PC|Konsol|Mobil|VR|D
733|O2|PUBG'de Tava'nın özelliği nedir?|Daha çok vurur|Yemek pişirir|Mermi geçirmez|Daha hızlı koşturur|C
734|O2|Team Fortress 2'de 'Heavy'nin sandviçi ne yapar?|Hızlandırır|Can doldurur|Güçlendirir|Ölümsüz yapar|B
735|O2|Quake oyununda hızlı gitmek için yapılan harekete ne denir?|Dashing|Sliding|Bunny|Sprinting|C
736|O2|Call of Duty MW'de 'Bravo Six, Going Dark' kimin sözüdür?|Captain Price|Soap|Ghost|Gaz|A
737|O2|System Shock oyununun türü nedir?|Immersive Sim/FPS|Yarış|Spor|Platform|A
738|O2|Rainbow Six Siege'de derecelide raundun süresi ne kadardır?|5 Dakika|4 Dakika|2 Dakika|3 Dakika|D
739|O2|Far Cry Primal'da ne yoktur?|Hayvanlar|Ateş|Silahlar|İnsanlar|C
740|O2|CS2'de Defuse Kit fiyatı nedir?|400$|200$|800$|600$|A
741|O2|Overwatch'ta Bastion karakteri neye dönüşür?|Helikopter|Taret/Tank|Uçak|Araba|B
742|O2|Titanfall'da Titan çağırmak için neyin dolması gerekir?|Titan Meter|Can|Mermi|Para|A
743|O2|Metro Exodus oyununda hangi araçla seyahat ederiz?|Tren|Uçak|Araba|Gemi|A
744|O2|Wolfenstein'da düşmanlar hangi dili konuşur?|İngilizce|Rusça|Almanca|Japonca|C
745|O2|Doom Eternal'da 'Chainsaw' ne kazandırır?|Silah|Mermi|Can|Zırh|B
746|O2|CS2'de 'Desert Eagle' kafadan kaç vurur?|80|50|90|100|D
747|O2|The Darkness 2'de kollarımızla ne yapabiliriz?|Sadece tırmanırız|Nesneleri fırlatıp düşmanları parçalarız|Uçarız|Büyü yaparız|B
748|O2|Call of Duty Warzone 2'de haritanın adı nedir?|Rebirth|Al Mazrah|Verdansk|Caldera|B
749|O2|R6 Siege'de 'Bandit' duvarlara ne yapar?|Elektrik verir|Patlatır|Güçlendirir|Görünmez yapar|A
750|O2|Overwatch'ta Widowmaker'ın ultisi ne yapar?|Tek atar|Duvar arkasını gösterir|Zehirler|Uçurur|B
751|O2|Left 4 Dead 2'de 'Jockey' zombisi ne yapar?|Yere yatırır|Kafanıza binip sizi sürer|Kusar|Çeker|B
752|O2|Borderlands'de 'Psycho'ların meşhur sözü nedir?|"Hello traveler"|"Die hero"|"Gun gun gun"|"Strip the flesh, salt the wound!"|D
753|O2|CS2'de 'Suicide' yeri hangi haritadadır?|Dust 2|Nuke|Inferno|Mirage|A
754|O2|Serious Sam oyununda 'Kamikaze'lerin kafası nasıldır?|Kocamandır|Yoktur|Demirdendir|Alevlidir|B
755|O2|Call of Duty'de 'Sleight of Hand' perki ne işe yarar?|Sessiz yürüme|Daha çok hasar|Hızlı koşma|Hızlı şarjör değiştirme|D
756|O2|Rainbow Six Siege'de 'Valkyrie' ne atar?|Bomba|Tuzak|Yapışkan Kameralar|Kalkan|C
757|O2|Apex Legends'da 'Gibraltar'ın kalkanı ne türdür?|Görünmez|Kişisel|Kubbe (Dome Shield)|Duvar|C
758|O2|Team Fortress 2'de 'Scout' karakteri ne yapabilir?|Görünmezlik|Işınlanma|Uçma|Çift zıplama (Double Jump)|D
759|O2|Half-Life 2'de Ravenholm kasabasında ne çoktur?|Uzaylılar|Testereler ve Zombiler|Robotlar|Askerler|B
760|O2|Portal 2'de 'Wheatley' karakteri nedir?|GLaDOS'un kardeşi|İnsan|Dahi bir robot|Aptal bir yapay zeka küresi|D
761|O2|CS2'de 'Zeus x27' silahı ne işe yarar?|Uzaktan vurur|Elektrik ile hasar verir|Zehirler|Kör eder|B
762|O2|Singularity oyununda zamanı manipüle ederek neyi tamir edebiliriz?|Silahları|Kutuları ve Merdivenleri|İnsanları|Arabaları|B
763|O2|Call of Duty'de 'Care Package' atmak için ne gerekir?|Telefonla aramak|Bilgisayara girmek|Bağırmak|İşaret fişeği atmak|D
764|O2|R6 Siege'de 'Montagne' karakterinin özelliği nedir?|Sessiz yürüme|Hızlı koşma|Büyüyen kalkan|Duvar kırma|C
765|O2|Overwatch'ta Soldier: 76'nın ultisi nedir?|Roket|Hız|Can|Otomatik Nişan|D
766|O2|PUBG'de 'Adrenalin Şırıngası' (Syringe) ne kadar boost verir?|%75|%50|%100|%25|C
767|O2|F.E.A.R. oyununda zamanı ne yapabiliriz?|Hızlandırabiliriz|Geri alabiliriz|Yavaşlatabiliriz|Durdurabiliriz|C
768|O2|Escape from Tarkov'da 'Scav' ne demektir?|Boss|Ana karakter|Satıcı|Yapay zeka veya oyuncu yağmacı|D
769|O2|Bioshock 2'de kimi yönetiriz?|Jack|Delta (Bir Big Daddy)|Booker|Eleanor|B
770|O2|CS2'de bomba imha edilirken çıkan ses nasıldır?|Patlama sesi|Bip sesi|Müzik sesi|Kablo sesi|D
771|O2|Rainbow Six Siege'de 'Frost' ne tuzağı kurar?|Lazer|Ayı Kapanı|Mayın|Elektrik|B
772|O2|Overwatch'ta Mei karakteri düşmanları ne yapar?|Yakar|Dondurur|Zehirler|Elektrik çarpar|B
773|O2|Halo'da kullanılan enerji kılıcının adı nedir?|Beam Saber|Laser Blade|Energy Sword|Plasma Cutter|C
774|O2|Doom Eternal'da omzumuzdaki silah nedir?|Alev Silahı/Bomba Atar|Lazer|Kalkan|Tüfek|A
775|O2|Call of Duty MW2'de Ghost ve Roach'u kim ihanet edip öldürdü?|Price|Makarov|General Shepherd|Soap|C
776|O2|CS2'de AWP dürbünü açıkken hareket hızı nasıldır?|Hızlıdır|Çok yavaştır|Normaldir|Değişmez|B
777|O2|Chronicles of Riddick oyununda Riddick'in gözleri nasıldır?|Karanlıkta görür|Lazer atar|Kördür|Tek gözlüdür|A
778|O2|Apex Legends'da Pathfinder ne kullanır?|Bomba|Roket|Kanca|Kalkan|C
779|O2|Team Fortress 2'de Engineer ne inşa eder?|Ev|Köprü|Araba|Sentry ve Dispenser|D
780|O2|Bioshock'ta 'Plazmid'leri kullanmak için ne gerekir?|Mana|Stamina|EVE|Gold|C
781|O2|R6 Siege'de Hibana ne atar?|Bıçak|Bomba|Ok|Patlayan topaklar|D
782|O2|Dying Light 2'de ana karakterin adı nedir?|Kyle Crane|Aiden Caldwell|Jade|Brecken|B
783|O2|CS2'de Mid ne anlama gelir?|Başlangıç noktası|Bomba alanı|Tünel|Haritanın ortası|D
784|O2|Call of Duty'de Claymore nedir?|Silah|Bomba|Bıçak|Lazerli mayın|D
785|O2|Overwatch'ta Lucio neyle iyileştirir?|İğneyle|Müzikle|Yemekle|Büyüyle|B
786|O2|PUBG'de Ghillie Suit ne işe yarar?|Can verir|Kamufle eder|Hız verir|Zırh verir|B
787|O2|Dying Light'ta parkur yaparken kullanılan tuş hangisidir(PC default)?|Alt|Ctrl|Space|Shift|C
788|O2|Dishonored oyununda 'Blink' yeteneği ne işe yarar?|Zamanı durdurur|Işınlanma sağlar|Görünmez yapar|Düşmanı öldürür|B
789|O2|CS2'de StatTrak silahlar neyi sayar?|Mermi sayısını|Headshot sayısını|Öldürme sayısını|Kazanılan maçı|C
790|O2|Rainbow Six Siege'de Blitz kalkanıyla ne yapar?|Kör eder|Patlar|Ateş eder|Elektrik verir|A
791|O2|Halo'da düşman Grunt'lar panikleyince ne yapar?|Kaçar ve bağırır|Patlar|Saldırır|Uyurlar|A
792|O2|Destiny 2'de Warlock sınıfının özelliği nedir?|Büyü ve Şifa |Hız|Kaba kuvvet|Gizlilik|A
793|O2|Metroid Prime'da Samus top haline gelince ne atar?|Lazer|Ağ|Bomba|Füze|C
794|O2|Prey (2017) oyununda uzay istasyonunun adı nedir?|Citadel|Omega|Alpha|Talos I|D
795|O2|Bulletstorm oyununda düşmanları nereye atabiliriz?|Uzaya|Dikenlere/Kaktüslere|Suya|Ateşe|B
796|O2|CS2'de Glock-18'in atış modları nedir?|Pompalı|Yarı otomatik ve 3'lü|Tam otomatik|Tekli|B
797|O2|Call of Duty'de Headglitch ne demektir?|Hile|Nişan alamama|Kafa hatası|Sadece kafanın göründüğü pozisyon|D
798|O2|R6 Siege'de Kapkan kapılara ne kurar?|Patlayıcı Tuzak|Kalkan|Alarm|Kamera|A
799|O2|Overwatch'ta Hanzo ne kullanır?|Yay ve Ok|Tabanca|Tüfek|Kılıç|A
800|O2|Deus Ex'te 'I never asked for this' sözü kime aittir?|JC Denton|Adam Jensen|Bob Page|Gunther|B
801|Z1|Red Dead Redemption 2'de Arthur'a tüberkülozu bulaştıran kişi kimdir?|Dutch|Thomas Downes|Colm O'Driscoll|Micah Bell|B
802|Z1|The Last of Us Part 1'in sonunda Joel kime yalan söyler?|Tommy|Marlene|Ellie|Tess|C
803|Z1|The Witcher 3'te Ciri'nin biyolojik babası kimdir?|Radovid|Emhyr var Emreis|Vesemir|Geralt|B
804|Z1|God of War (2018)'de Atreus'un devler arasındaki gerçek adı nedir?|Baldur|Thor|Loki|Odin|C
805|Z1|BioShock 1'de zihnimizi kontrol eden tetikleyici cümle nedir?|Would you kindly|Wake up|Obey me|Follow the light|A
806|Z1|Batman: Arkham Knight oyununda 'Arkham Knight' aslında kimdir?|Scarecrow|Jason Todd|Joker|Penguin|B
807|Z1|Assassin's Creed 2'de Ezio'nun ailesini asan kişi kimdir?|Rodrigo Borgia|Pazzi|Barbarigo|Vieri|A
808|Z1|Cyberpunk 2077'de Johnny Silverhand'in patlattığı şirket hangisidir?|Biotechnica|Militech|Kang Tao|Arasaka|D
809|Z1|Silent Hill 2'de James Sunderland'in karısı Mary nasıl ölmüştür?|Kazada|James boğmuştur|İntihar ederek|Hastalıktan|B
810|Z1|Metal Gear Solid 3'te Snake'in öldürmek zorunda kaldığı hocası?|Volgin|Zero|Ocelot|The Boss|D
811|Z1|Spec Ops: The Line'da beyaz fosfor bombası sahnesi hangi edebi esere göndermedir?|Heart of Darkness|The Waste Land|Apocalypse Now|Lord of the Flies|A
812|Z1|Portal 2'de GLaDOS'un insan halinin adı nedir?|Cave|Caroline|Alice|Chell|B
813|Z1|Horizon Zero Dawn'da dünyayı yok eden robot sürüsü?|Hephaestus|Gaia|Hades|Faro Plague|D
814|Z1|Resident Evil Village'da Ethan Winters aslında nedir?|Küften oluşmuş ölü (Mold)|Ajan|Sıradan İnsan|Robot|A
815|Z1|Final Fantasy VII'de Aerith'i öldüren kişi kimdir?|Sephiroth|Barret|Cloud|Jenova|A
816|Z1|Detroits: Become Human'da 'RA9' neyi temsil eder?|Özgürlüğü|Bir virüsü|İnsanları|İlk uyanan androidi|D
817|Z1|Death Stranding'de Sam'in taşıdığı bebeğin adı nedir?|Deadman|Cliff|Sam|Lou|D
818|Z1|Mass Effect 3'ün sonunda Shepard'a sunulan seçenekler nedir?|Save, Kill, Leave|Live, Die, Repeat|Red, Blue, Black|Control, Synthesis, Destroy|D
819|Z1|Spec Ops: The Line'da 'Konrad' aslında kimdir?|Radyo spikeri|Düşman lideri|Walker'ın halüsinasyonu|Gerçek bir general|C
820|Z1|The Walking Dead oyununda Lee'nin geçmişteki suçu nedir?|Hırsızlık|Cinayet|Uyuşturucu|Dolandırıcılık|B
821|Z1|GTA IV'te Niko Bellic'in savaştan kaçıp aradığı hain kimdir?|Florian Cravic|Darko Brevic|Dimitri Rascalov|Jimmy Pegorino|B
822|Z1|Heavy Rain'deki 'Origami Katili' kimdir?|Madison Paige|Scott Shelby|Ethan Mars|Norman Jayden|B
823|Z1|Resident Evil Village'da Lady Dimitrescu'nun boyu şapkası dahil tam olarak ne kadardır?|3.10 metre|2.50 metre|2.90 metre|2.00 metre|C
824|Z1|Dishonored'da Corvo Attano kimi öldürmekle suçlanır?|İmparatoriçe Jessamine|Outsider|Emily|Lord Regent|A
825|Z1|Far Cry 3'te Vaas'ı öldürdükten sonra asıl kötü kim çıkar?|Dennis|Citra|Hoyt Volker|Willis|C
826|Z1|Metro: Last Light'ta Dark One'lar aslında nedir?|Canavar|Uzaylı|Barışçıl telepatik canlılar|Robot|C
827|Z1|NieR: Automata'da insanlığa ne olmuştur?|Yeraltındadırlar|Ay'a kaçmışlardır|Yok olmuşlardır|Dondurulmuşlardır|C
828|Z1|Shadow of the Colossus'ta Dormin bizden ne ister?|Kılıcı kırmamızı|Prensesi getirmemizi|Kaçmamızı|16 Devi öldürmemizi|D
829|Z1|Celeste'de dağa tırmanan Madeline'in savaştığı şey nedir?|Eski sevgilisi|Kötü bir büyücü|Kendi depresyonu/Badeline|Bir canavar|C
830|Z1|Hades'te Zagreus'un gerçek annesi kimdir?|Persephone|Nyx|Demeter|Aphrodite|A
831|Z1|Star Wars: KOTOR'da Darth Revan kimdir?|Oyuncu|Carth|Bastila|Malak|A
832|Z1|The Wolf Among Us'ta katil kim çıkar?|The Crooked Man|Toad|Bigby|Snow White|A
833|Z1|Life is Strange'de kasabayı yok edecek olan şey nedir?|Deprem|Hortum|Yangın|Sel|B
834|Z1|Elden Ring'de Malenia'nın 'I am Malenia, Blade of Miquella' sözünü ne zaman duyarız?|Savaşın sonunda|Her öldüğümüzde|İkinci fazda|Savaşın başında|B
835|Z1|Undertale'de 'Flowey' aslında kimdir?|Asgore|Papyrus|Asriel Dreemurr|Sans|C
836|Z1|Persona 5 Royal'de okul rehber öğretmeni Maruki'nin amacı?|Zengin olmak|Acısız bir gerçeklik yaratmak|Dünyayı yok etmek|Okulu ele geçirmek|B
837|Z1|Yakuza: Like a Dragon'da Ichiban neden hapse girer?|Hırsızlık yaptığı için|Cinayet işlediği için|Patronunun suçunu üstlenmek için|Kavga ettiği için|C
838|Z1|Elden Ring'de Kraliçe Marika ve Radagon arasındaki ilişki nasıldır?|Kardeştirler|Düşmandırlar|Evlidirler|Aynı kişidirler|D
839|Z1|Gears of War 3'te Dom neden kendini feda eder?|Emir aldığı için|Yaralandığı için|Takımı kurtarmak için|Karısına kavuşmak için|C
840|Z1|Halo 4'te Cortana'ya ne olmaya başlar?|Delirme/Yaşlanma|Hacklenir|Güçlenir|Virüs bulaşır|A
841|Z1|Control oyununda Jesse Faden kimi aramaya gelir?|Polaris'i|Kardeşi Dylan'ı|Hedron'u|Müdür Trench'i|B
842|Z1|Alan Wake'in yazdığı romanın türü nedir?|Korku/Gerilim|Polisiye|Aşk|Bilim Kurgu|A
843|Z1|Mafia 2'de Vito ve Joe'nun öldürdüğü ilk oyunun karakteri kimdir?|Frank|Salieri|Morello|Tommy Angelo|D
844|Z1|L.A. Noire'da Cole Phelps nasıl ölür?|Kazada|İntihar ederek|Lağım sularında boğularak|Vurularak|C
845|Z1|Soma oyununda Simon Jarrett aslında nedir?|İnsan|Bir robotun içindeki bilinç kopyası|Uzaylı|Hayalet|B
846|Z1|What Remains of Edith Finch'te ailenin laneti nedir?|Fakirleşmek|Erken ve tuhaf ölümler|Kaybolmak|Delirmek|B
847|Z1|Firewatch'ta Henry ormana neden gözcü olarak gelir?|Yazmak için|Hasta karısından uzaklaşmak için|Para için|Saklanmak için|B
848|Z1|Outer Wilds'ta güneş neden patlar?|Evrenin ömrü bittiği için|Deney hatasıyla|Bilinmiyor|Uzaylı saldırısıyla|A
849|Z1|Twelve Minutes oyununda polis aslında kimdir?|Eski sevgili|Karısının babası|Kiralık katil|Bir hırsız|B
850|Z1|Returnal'da Selene gezegenden kaçabilir mi?|Hayır, sürekli döngüye girer|Evet, sonunda kaçar|Ölür ve biter|Gezegeni yok eder|A
851|Z1|Prey (2017) oyununun sonunda ne olduğu ortaya çıkar?|Uzaylılar kazanmıştır|Morgan ölmüştür|Her şey bir simülasyondur|Dünya yok olmuştur|C
852|Z1|A Plague Tale oyununda Hugo'nun hastalığı nedir?|Zehirlenme|Cüzzam|Veba|Fareleri kontrol eden lanet|D
853|Z1|Ghost of Tsushima'da Jin Sakai'nin atını öldürenler?|Samuraylar|Kurtlar|Haydutlar|Moğollar|D
854|Z1|Sekiro'da 'Ölümsüzlük' neye sebep olur?|Dragonrot hastalığına|Güçlenmeye|Deliliğe|Zenginliğe|A
855|Z1|Bloodborne'da Gehrman bizi nerede bekler?|Healing Church|Hunter's Dream|Yharnam|Byrgenwerth|B
856|Z1|Dark Souls'da Gwyn neden kendini ateşe atar?|Güçlenmek için|Delirdiği için|Ölmek için|Ateş Çağı'nı uzatmak için|D
857|Z1|Devil May Cry 5'te 'V' aslında kimin parçasıdır?|Nero|Mundus|Dante|Vergil|D
858|Z1|Resident Evil 4'te Leon kimi kurtarmaya gider?|Başkanın kızı Ashley|Claire|Ada Wong|Jill|A
859|Z1|Tales of Arise'da Renanlar Dahnanları ne için kullanır?|Astral enerji toplamak için|Yemek için|Eğlence için|İş gücü için|A
860|Z1|Xenoblade Chronicles'da Shulk'un kılıcı Monado neye zarar veremez?|Bitkilere|İnsanlara|Robotlara|Hayvanlara|B
861|Z1|Final Fantasy X'te Tidus aslında nedir?|İnsan|Hayalet|Bir rüya/çağırma|Makine|C
862|Z1|Kingdom Hearts'ta Roxas kimin 'Nobody'sidir?|Riku|Axel|Xemnas|Sora|D
863|Z1|Nier Replicant'ta öldürdüğümüz 'Shade'ler aslında nedir?|Canavar|Robot|İnsanların ruhları|Uzaylı|C
864|Z1|Fallout 4'te Institute lideri 'Father' kimdir?|Yabancı|Bir robot|Oğlumuz Shaun|Babamız|C
865|Z1|Skyrim'de Paarthurnax aslında nedir?|Bir Ejderha|Bir Hayalet|Bir Tanrı|Bir İnsan|A
866|Z1|Dragon Age: Inquisition'da Solas aslında kimdir?|Bir Casus|Bir Kral|Bir Elf büyücüsü|Fen'Harel (Dread Wolf)|D
867|Z1|Mass Effect'te Prothean ırkına ne olmuştur?|Yok olmuşlardır|Kaçmışlardır|Reaperlar tarafından Collector yapılmışlardır|Evrimleşmişlerdir|C
868|Z1|Assassin's Creed 3'te Desmond Miles'a ne olur?|Kaçar|Dünyayı kurtarmak için ölür|Hafızasını kaybeder|Tapınakçı olur|B
869|Z1|Watch Dogs'ta Aiden Pearce'ın yeğeni Lena nasıl ölür?|Kaçırılarak|Trafik kazasında|Hastalıktan|Vurularak|B
870|Z1|Far Cry 5'te Joseph Seed haklı çıkar mı?|Kısmen|Evet, nükleer savaş başlar|Hayır, ölür|Hayır, tutuklanır|B
871|Z1|GTA V'te Michael neden tanık koruma programındadır?|Ailesini korumak için|Parası bittiği için|Polis olduğu için|Soygunu ihbar ettiği için|D
872|Z1|Red Dead Redemption 1'in sonunda John Marston'ı kim öldürür?|Bill Williamson|Ajan Ross ve adamları|Dutch|Javier|B
873|Z1|The Last of Us Part 2'de Abby, Joel'u neden öldürür?|Nefret ettiği için|İlaç için|Babasını öldürdüğü için|Ellie'yi istediği için|C
874|Z1|Uncharted 3'te Drake'in yüzüğü kime aittir?|Sir Francis Drake|Babasından|Sully|Müzeden|A
875|Z1|Tomb Raider (2013) oyununda Himiko'nun ruhu nereye geçmek ister?|Heykele|Taşa|Sam'in bedenine|Lara'nın bedenine|C
876|Z1|Bioshock Infinite'de Comstock aslında kimdir?|Elizabeth'in kocası|Booker DeWitt'in başka versiyonu|Bir peygamber|Bir asker|B
877|Z1|Dead Space'de Isaac'in sevgilisi Nicole aslında nedir?|Kayıptır|Dönüşmüştür|Ajan'dır|Ölüdür (Halüsinasyon)|D
878|Z1|F.E.A.R. oyununda Point Man ve Alma arasındaki ilişki?|Düşman|Kardeş|Sevgili|Anne ve Oğul|D
879|Z1|Silent Hill 3'te Heather Mason aslında kimdir?|Cybil|Lisa|Cheryl Mason|Alessa|C
880|Z1|Resident Evil 7'de Eveline aslında nedir?|Biyolojik silah|Mutant|Uzaylı|Hayalet|A
881|Z1|Outlast'ta Walrider projesi neyi kullanır?|İlaç|Radyasyon|Nanoteknoloji ve Hastaları|Büyü|C
882|Z1|Amnesia: The Dark Descent'te Daniel hafızasını neden siler?|Düşmandan kaçmak için|Yaptığı korkunç şeyleri unutmak için|Deney için|Kazayla|B
883|Z1|Layers of Fear'de ressamın eşine ne olmuştur?|Yangında yaralanıp intihar etmiştir|Kaybolmuştur|Terk etmiştir|Öldürülmüştür|A
884|Z1|Little Nightmares'da Six, The Lady'i yenince ne yapar?|Ağlar|Onu yer ve güçlerini alır|Onu hapseder|Kaçar|B
885|Z1|Omori'de Mari nasıl ölmüştür?|Hastalıkla|İntihar ederek|Vurularak|Merdivenden düşerek|D
886|Z1|Doki Doki Literature Club'da Monika'nın farkındalığı nedir?|Aşıktır|Bir oyunda olduğunu bilir|Şair olduğunu sanır|Delidir|B
887|Z1|Braid oyununun sonunda prenses ne yapar?|Bizden kaçar|Bizden yardım ister|Bizi öper|Bizimle savaşır|A
888|Z1|Limbo oyununun sonunda çocuk kimi bulur?|Babasını|Çıkışı|Kız kardeşini|Annesini|C
889|Z1|Bastion'da Restoration yapılırsa ne olur?|Karakter ölür|Zaman geri sarılır|Oyun biter|Dünya düzelir|B
890|Z1|Transistor'da kılıcın içindeki ses kime aittir?|Kötü adama|Red'in sevgilisine|Babasına|Tanrıya|B
891|Z1|Disco Elysium'da Harry'nin kaybettiği şey nedir?|Parası|Arabası|Rozeti ve Silahı|Evi|C
892|Z1|Hollow Knight'ta 'The Hollow Knight' neden başarısız oldu?|Duyguları olduğu için|Güçsüz olduğu için|Kaçtığı için|Uyuduğu için|A
893|Z1|Blasphemous'ta 'The Miracle' nedir?|Tanrısal bir lanet/lütuf|Bir kitap|Bir kişi|Bir silah|A
894|Z1|Stray oyununda B-12 robotu aslında kimdir?|Kedi|Yapay zeka|Uzaylı|Bir bilim insanının bilinci|D
895|Z1|It Takes Two'da ebeveynleri kim oyuncak bebeğe çevirir?|Dr. Hakim|Rüya|Bir cadı|Kızlarının dileği|D
896|Z1|Psychonauts 2'de Raz'ın ailesinin laneti nedir?|Suda ölmek|Uçmak|Delirmek|Ateşte yanmak|A
897|Z1|Guardians of the Galaxy oyununda Nikki kimin kızıdır?|Rocket'in|Drax'ın|Star-Lord'un|Gamora'nın|B
898|Z1|Marvel's Spider-Man'de (PS4) Dr. Octopus kimdir?|Eddie Brock|Harry|Norman Osborn|Peter'ın mentoru Otto Octavius|D
899|Z1|Injustice: Gods Among Us'ta Superman neden kötü olur?|Beyni yıkandığı için|Lex Luthor yüzünden|Joker, Lois Lane'i öldürttüğü için|Güç delisi olduğu için|C
900|Z1|Arkham City'nin sonunda Joker'e ne olur?|Kaçar|Hastalığından ölür|İyileşir|Hapse girer|B
901|Z1|GTA San Andreas'ta CJ'e ihanet eden çocukluk arkadaşları kimlerdir?|Big Smoke ve Ryder|Sweet ve Kendl|Cesar ve Wu|Tenpenny ve Pulaski|A
